"DATAFILE_AS_OF","REPORT_YEAR","REPORT_NUMBER","SUPPLEMENTAL_NUMBER","OPERATOR_ID","PARTA2NAMEOFCOMP","PARTA5COMMODITY","INTER_INTRA","STATE_NAME","PARTKSTNR20MOREON","PARTKSTR20MOREON","PARTKST20MOREOFF","PARTKST20MORETOT","PARTKSTNR20LESSON","PARTKST20LESSOFF","PARTKST20LESSTOT","PARTKNSTNR125MOREON","PARTKNSTR125MOREON","PARTKNST125MOREOFF","PARTKNST125MORETOT","PARTKNSTNR125LESSON","PARTKNST125LESSOFF","PARTKNST125LESSTOT","PARTKNONRURALONTOTAL","PARTKRURALONTOTAL","PARTKOFFTOTAL","PARTKTOTAL"
41089.4660648148,2010,20120044,11063,879,"CHEMOIL TERMINALS CORP.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","CALIFORNIA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110050,11207,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP","Crude Oil","INTERSTATE","ALABAMA",,,0,0,,0,0,,,0,0,,0,0,,,0,0
41089.4660648148,2010,20110293,10303,999,"BREITBURN ENERGY CORP","Crude Oil","INTRASTATE","CALIFORNIA",3.54,,,3.54,,,,,,,,,,,3.54,,,3.54
41089.4660648148,2010,20110105,10106,1248,"BELLE FOURCHE PIPELINE CO","Crude Oil","INTERSTATE","MONTANA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110105,10106,1248,"BELLE FOURCHE PIPELINE CO","Crude Oil","INTERSTATE","NORTH DAKOTA",14,100,,114,0,,0,0,0,,0,0,,0,14,100,,114
41089.4660648148,2010,20110105,10106,1248,"BELLE FOURCHE PIPELINE CO","Crude Oil","INTERSTATE","WYOMING",0,10,,10,0,,0,0,0,,0,0,,0,0,10,,10
41089.4660648148,2010,20110113,10114,1248,"BELLE FOURCHE PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","WYOMING",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110002,10002,1541,"BP PIPELINES (ALASKA), INC","Crude Oil","INTRASTATE","ALASKA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4660648148,2010,20110001,10001,1541,"BP PIPELINES (ALASKA), INC","HVL","INTRASTATE","ALASKA",0,4.152,,4.152,0,,0,0,0,,0,0,,0,0,4.152,,4.152
41089.4660648148,2010,20110163,10165,1960,"BUTTE PIPELINE CO","Crude Oil","INTERSTATE","MONTANA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110163,10165,1960,"BUTTE PIPELINE CO","Crude Oil","INTERSTATE","WYOMING",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110115,10116,2162,"DOW PIPELINE CO - CAYUSE","HVL","INTERSTATE","LOUISIANA",16.35,149.65,,166,,,,,,,,,,,16.35,149.65,,166
41089.4660648148,2010,20110115,10116,2162,"DOW PIPELINE CO - CAYUSE","HVL","INTERSTATE","TEXAS",11.54,70.46,,82,,,,,,,,,,,11.54,70.46,,82
41089.4660648148,2010,20110028,10028,2339,"CHEVRON PRODUCTS COMPANY - HAWAII","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","HAWAII",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110223,10226,2371,"WESTERN REFINING SOUTHWEST, INC","Crude Oil","INTERSTATE","NEW MEXICO",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110223,10226,2371,"WESTERN REFINING SOUTHWEST, INC","Crude Oil","INTRASTATE","NEW MEXICO",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110423,10448,2387,"CITGO PIPELINE CO","Crude Oil","INTERSTATE","LOUISIANA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110423,10448,2387,"CITGO PIPELINE CO","Crude Oil","INTERSTATE","TEXAS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110130,10131,2552,"COLONIAL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","ALABAMA",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110130,10131,2552,"COLONIAL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","DELAWARE",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110130,10131,2552,"COLONIAL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","GEORGIA",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110130,10131,2552,"COLONIAL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","LOUISIANA",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110130,10131,2552,"COLONIAL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","MARYLAND",0,0,0,0,,,,,,,,,,,0,0,0,0
41089.4660648148,2010,20110130,10131,2552,"COLONIAL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","MISSISSIPPI",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110130,10131,2552,"COLONIAL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","NEW JERSEY",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110130,10131,2552,"COLONIAL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","NEW YORK",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110130,10131,2552,"COLONIAL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","NORTH CAROLINA",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110130,10131,2552,"COLONIAL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","PENNSYLVANIA",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110130,10131,2552,"COLONIAL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","SOUTH CAROLINA",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110130,10131,2552,"COLONIAL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","TENNESSEE",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110130,10131,2552,"COLONIAL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","TEXAS",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110130,10131,2552,"COLONIAL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","VIRGINIA",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110130,10131,2552,"COLONIAL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","WASHINGTON DC",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110239,10242,2564,"COLORADO INTERSTATE GAS CO","HVL","INTERSTATE","WYOMING",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110254,10260,2564,"COLORADO INTERSTATE GAS CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","WYOMING",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20120003,10707,2714,"DOMINION TRANSMISSION, INC","HVL","INTERSTATE","PENNSYLVANIA",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110122,10123,2731,"CHEVRON PIPE LINE CO","CO2","INTERSTATE","COLORADO",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110122,10123,2731,"CHEVRON PIPE LINE CO","CO2","INTERSTATE","UTAH",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110122,10123,2731,"CHEVRON PIPE LINE CO","CO2","INTERSTATE","WYOMING",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110189,11085,2731,"CHEVRON PIPE LINE CO","Crude Oil","INTERSTATE","COLORADO",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110189,11085,2731,"CHEVRON PIPE LINE CO","Crude Oil","INTERSTATE","LOUISIANA",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110189,11085,2731,"CHEVRON PIPE LINE CO","Crude Oil","INTERSTATE","MISSISSIPPI",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110189,11085,2731,"CHEVRON PIPE LINE CO","Crude Oil","INTERSTATE","TEXAS",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110189,11085,2731,"CHEVRON PIPE LINE CO","Crude Oil","INTERSTATE","UTAH",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110189,11085,2731,"CHEVRON PIPE LINE CO","Crude Oil","INTRASTATE","CALIFORNIA",,,,,72,,72,,,,,,,,72,,,72
41089.4660648148,2010,20110208,11001,2731,"CHEVRON PIPE LINE CO","HVL","INTERSTATE","NEW MEXICO",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110208,11001,2731,"CHEVRON PIPE LINE CO","HVL","INTERSTATE","TEXAS",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110208,11001,2731,"CHEVRON PIPE LINE CO","HVL","INTERSTATE","WASHINGTON",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110208,11001,2731,"CHEVRON PIPE LINE CO","HVL","INTRASTATE","LOUISIANA",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110208,11001,2731,"CHEVRON PIPE LINE CO","HVL","INTRASTATE","TEXAS",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110207,10209,2731,"CHEVRON PIPE LINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","IDAHO",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110207,10209,2731,"CHEVRON PIPE LINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","OREGON",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110207,10209,2731,"CHEVRON PIPE LINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","UTAH",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110207,10209,2731,"CHEVRON PIPE LINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","WASHINGTON",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110207,10209,2731,"CHEVRON PIPE LINE CO","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","CALIFORNIA",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110207,10209,2731,"CHEVRON PIPE LINE CO","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110190,10192,2767,"COOK INLET PIPE LINE CO","Crude Oil","INTRASTATE","ALASKA",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110339,10351,3345,"DEVON ENERGY PRODUCTION CO. LP","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",,,,,1,,1,,,,,,,,1,,,1
41089.4660648148,2010,20110119,10120,3445,"DIXIE PIPELINE","HVL","INTERSTATE","ALABAMA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110119,10120,3445,"DIXIE PIPELINE","HVL","INTERSTATE","GEORGIA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110119,10120,3445,"DIXIE PIPELINE","HVL","INTERSTATE","LOUISIANA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110119,10120,3445,"DIXIE PIPELINE","HVL","INTERSTATE","MISSISSIPPI",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110119,10120,3445,"DIXIE PIPELINE","HVL","INTERSTATE","NORTH CAROLINA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110119,10120,3445,"DIXIE PIPELINE","HVL","INTERSTATE","SOUTH CAROLINA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110119,10120,3445,"DIXIE PIPELINE","HVL","INTERSTATE","TEXAS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110275,10283,3466,"DOME PETROLEUM LLC","HVL","INTERSTATE","MICHIGAN",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110275,10283,3466,"DOME PETROLEUM LLC","HVL","INTERSTATE","OHIO",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110117,10118,3527,"DOW PIPELINE CO","HVL","INTRASTATE","TEXAS",111,163.5,,274.5,,,,,,,,,,,111,163.5,,274.5
41089.4660648148,2010,20110095,10096,3535,"DOW PIPELINE CO","HVL","INTRASTATE","LOUISIANA",18,223,,241,,,,,,,,,,,18,223,,241
41089.4660648148,2010,20110390,10409,4430,"VALERO TERMINALING AND DISTRIBUTION COMPANY","Crude Oil","INTERSTATE","MISSISSIPPI",0,,,0,0,,0,0,,,0,0,,0,0,,,0
41089.4660648148,2010,20110390,10409,4430,"VALERO TERMINALING AND DISTRIBUTION COMPANY","Crude Oil","INTERSTATE","OKLAHOMA",0,,,0,0,,0,0,,,0,0,,0,0,,,0
41089.4660648148,2010,20110390,10409,4430,"VALERO TERMINALING AND DISTRIBUTION COMPANY","Crude Oil","INTERSTATE","TENNESSEE",0,,,0,0,,0,0,,,0,0,,0,0,,,0
41089.4660648148,2010,20110390,10409,4430,"VALERO TERMINALING AND DISTRIBUTION COMPANY","Crude Oil","INTERSTATE","TEXAS",0,,,0,0,,0,0,,,0,0,,0,0,,,0
41089.4660648148,2010,20110390,10409,4430,"VALERO TERMINALING AND DISTRIBUTION COMPANY","Crude Oil","INTRASTATE","TEXAS",15.2,,,15.2,0,,0,0,,,0,0,,0,15.2,,,15.2
41089.4660648148,2010,20110313,10324,4430,"VALERO TERMINALING AND DISTRIBUTION COMPANY","HVL","INTRASTATE","TEXAS",0,,,0,0,,0,0,,,0,0,,0,0,,,0
41089.4660648148,2010,20110315,10376,4472,"KINDER MORGAN ENERGY PARTNERS, L.P.","HVL","INTERSTATE","TEXAS",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110280,10289,4906,"EXXONMOBIL PIPELINE CO","Crude Oil","INTERSTATE","LOUISIANA",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110322,10334,4906,"EXXONMOBIL PIPELINE CO","HVL","INTRASTATE","LOUISIANA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110322,10334,4906,"EXXONMOBIL PIPELINE CO","HVL","INTRASTATE","TEXAS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110308,10318,4906,"EXXONMOBIL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","LOUISIANA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110308,10318,4906,"EXXONMOBIL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110203,10205,4908,"ExxonMobil USProduction Company","CO2","INTRASTATE","TEXAS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110203,10205,4908,"ExxonMobil USProduction Company","CO2","INTRASTATE","WYOMING",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110194,10196,4908,"ExxonMobil Production Company, a division of Exxon Mobil Corporation","Crude Oil","INTERSTATE","CALIFORNIA",,1.15,9.68,10.83,,,,,,,,,,,,1.15,9.68,10.83
41089.4660648148,2010,20110194,10196,4908,"ExxonMobil Production Company, a division of Exxon Mobil Corporation","Crude Oil","INTRASTATE","ALABAMA",,36.05,15.41,51.46,,,,,,,,,,,,36.05,15.41,51.46
41089.4660648148,2010,20110195,10197,4908,"ExxonMobil USProduction Company","HVL","INTRASTATE","TEXAS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110200,10202,4908,"ExxonMobil USProduction Company","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","ALABAMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4660648148,2010,20110200,10202,4908,"ExxonMobil USProduction Company","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4660648148,2010,20110212,11044,5081,"COFFEYVILLE RESOURCES CRUDE TRANSPORTATION, LLC","Crude Oil","INTRASTATE","KANSAS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110060,10061,5320,"PROGRESS ENERGY FLORIDA","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","FLORIDA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20120105,11136,5524,"FOUR STAR OIL & GAS CO","Crude Oil","INTRASTATE","TEXAS",0,0,,0,9.4,,9.4,0,0,,0,0,,0,9.4,0,,9.4
41089.4660648148,2010,20110326,10338,5656,"FRONTIER PIPELINE CO","Crude Oil","INTERSTATE","UTAH",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110326,10338,5656,"FRONTIER PIPELINE CO","Crude Oil","INTERSTATE","WYOMING",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110443,10476,6911,"GULF STATE PIPELINE CO INC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110444,10478,7063,"HARBOR PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","NEW JERSEY",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
41089.4660648148,2010,20110144,10146,7660,"HUNT CRUDE OIL SUPPLY CO","Crude Oil","INTERSTATE","ALABAMA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110144,10146,7660,"HUNT CRUDE OIL SUPPLY CO","Crude Oil","INTERSTATE","MISSISSIPPI",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110144,10146,7660,"HUNT CRUDE OIL SUPPLY CO","Crude Oil","INTRASTATE","ALABAMA",20.6,0,,20.6,0,,0,0,0,,0,0,,0,20.6,0,,20.6
41089.4660648148,2010,20110144,10146,7660,"HUNT CRUDE OIL SUPPLY CO","Crude Oil","INTRASTATE","MISSISSIPPI",36.3,0,,36.3,0,,0,0,0,,0,0,,0,36.3,0,,36.3
41089.4660648148,2010,20110366,10384,8014,"IDAHO PIPELINE CORP","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","IDAHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4660648148,2010,20110123,10124,8166,"PPL INTERSTATE ENERGY CO","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","PENNSYLVANIA",,49.4,,49.4,,,,,,,,,,,,49.4,,49.4
41089.4660648148,2010,20110131,10132,8175,"INTERSTATE STORAGE & PIPELINE C0","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","NEW JERSEY",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110375,10394,9171,"MARKWEST JAVELINA PIPELINE COMPANY, LLC","HVL","INTRASTATE","TEXAS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110381,11505,9175,"JAYHAWK PIPELINE LLC","Crude Oil","INTERSTATE","KANSAS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110381,11505,9175,"JAYHAWK PIPELINE LLC","Crude Oil","INTERSTATE","NEBRASKA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110381,11505,9175,"JAYHAWK PIPELINE LLC","Crude Oil","INTERSTATE","OKLAHOMA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110381,11505,9175,"JAYHAWK PIPELINE LLC","Crude Oil","INTERSTATE","TEXAS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110381,11505,9175,"JAYHAWK PIPELINE LLC","Crude Oil","INTRASTATE","KANSAS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110172,10174,10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","HVL","INTERSTATE","ARKANSAS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110172,10174,10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","HVL","INTERSTATE","ILLINOIS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110172,10174,10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","HVL","INTERSTATE","INDIANA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110172,10174,10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","HVL","INTERSTATE","IOWA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110172,10174,10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","HVL","INTERSTATE","LOUISIANA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110172,10174,10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","HVL","INTERSTATE","MISSOURI",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110172,10174,10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","HVL","INTERSTATE","NEBRASKA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110173,10175,10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","IOWA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110173,10175,10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","KANSAS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110173,10175,10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","MINNESOTA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110173,10175,10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","NEBRASKA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110173,10175,10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","NORTH DAKOTA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110173,10175,10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","SOUTH DAKOTA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110173,10175,10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","OREGON",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110173,10175,10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","WASHINGTON",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110173,10175,10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","WYOMING",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110137,10138,10250,"KIANTONE PIPELINE CORP","Crude Oil","INTERSTATE","PENNSYLVANIA",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110261,10267,10346,"KUPARUK TRANSPORTATION CO","Crude Oil","INTERSTATE","ALASKA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110078,10079,11032,"LACLEDE GAS CO","HVL","INTERSTATE","ILLINOIS",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110078,10079,11032,"LACLEDE GAS CO","HVL","INTERSTATE","MISSOURI",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110250,10255,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP","Crude Oil","INTERSTATE","ILLINOIS",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110250,10255,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP","Crude Oil","INTERSTATE","INDIANA",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110250,10255,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP","Crude Oil","INTERSTATE","MICHIGAN",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110250,10255,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP","Crude Oil","INTERSTATE","MINNESOTA",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110250,10255,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP","Crude Oil","INTERSTATE","NEW YORK",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110250,10255,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP","Crude Oil","INTERSTATE","NORTH DAKOTA",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110250,10255,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP","Crude Oil","INTERSTATE","WISCONSIN",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110247,10252,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP","HVL","INTERSTATE","MINNESOTA",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110247,10252,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP","HVL","INTERSTATE","NORTH DAKOTA",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110247,10252,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP","HVL","INTERSTATE","WISCONSIN",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110226,10229,11272,"LAVACA PIPELINE CO","HVL","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4660648148,2010,20110199,10201,11551,"LION OIL TRADING & TRANSPORTATION, INC","Crude Oil","INTERSTATE","ARKANSAS",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110199,10201,11551,"LION OIL TRADING & TRANSPORTATION, INC","Crude Oil","INTERSTATE","LOUISIANA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110199,10201,11551,"LION OIL TRADING & TRANSPORTATION, INC","Crude Oil","INTRASTATE","ARKANSAS",,10,,10,,,,,,,,,,,,10,,10
41089.4660648148,2010,20110199,10201,11551,"LION OIL TRADING & TRANSPORTATION, INC","Crude Oil","INTRASTATE","TEXAS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110160,10162,11551,"LION OIL TRADING & TRANSPORTATION, INC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","ARKANSAS",0,,,0,,,,,,,,,,,0,,,0
41089.4660648148,2010,20110336,10348,11733,"LOOP LLC","Crude Oil","INTERSTATE","LOUISIANA",,,,,,,,,,,,,,,,,,
